Flight ID,Flight Number,Date,Route ID,Origin,Destination,Aircraft Type,Scheduled Departure,Actual Departure,Scheduled Arrival,Actual Arrival,Departure Delay Minutes,Flight Status,Passengers,Capacity,Load Factor,Day of Week,Month,Departure Hour,Peak Period,On-Time Flag,Route,Origin City,Origin Region,Destination City,Destination Region,Origin Airport Name,Origin Country,Destination Airport Name,Destination Country,Aircraft Name,Aircraft Age,Aircraft Category,Year,Month Number,Month Name,Year Month,Quarter,Day,Day of Week Number,Weekend Flag,Operated Flag,Cancelled Flag,On Time Flight Flag
FLT-20260623-003,AI0353,2026-06-23,35,HYD,DEL,ATR72-600,2026-06-23 12:55:00,2026-06-23 13:30:00,2026-06-23 15:34:00,2026-06-23 16:11:00,35.0,Operated,64,72,0.8889,Tuesday,2026-06,12,Off-Peak,0.0,HYD-DEL,Hyderabad,South,Delhi,North,Rajiv Gandhi International,India,Indira Gandhi International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-004,AI0254,2026-06-23,25,BLR,CCU,A320neo,2026-06-23 23:15:00,2026-06-23 23:20:00,2026-06-24 01:15:00,2026-06-24 01:31:00,5.0,Operated,149,186,0.8011,Tuesday,2026-06,23,Off-Peak,1.0,BLR-CCU,Bengaluru,South,Kolkata,East,Kempegowda International,India,Netaji Subhas Chandra Bose International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-005,AI0305,2026-06-23,30,MAA,DEL,E190-E2,2026-06-23 08:15:00,,2026-06-23 11:42:00,,,Cancelled,0,114,0.0,Tuesday,2026-06,8,Peak,,MAA-DEL,Chennai,South,Delhi,North,Chennai International,India,Indira Gandhi International,India,Embraer E190-E2,2,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,0,1,0
FLT-20260623-006,AI0556,2026-06-23,55,BOM,NAG,A321neo,2026-06-23 11:50:00,2026-06-23 12:02:00,2026-06-23 14:06:00,2026-06-23 14:26:00,12.0,Operated,157,220,0.7136,Tuesday,2026-06,11,Off-Peak,1.0,BOM-NAG,Mumbai,West,Nagpur,Central,Chhatrapati Shivaji Maharaj International,India,Dr. Babasaheb Ambedkar International,India,Airbus A321neo,4,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-007,AI0277,2026-06-23,27,MAA,HYD,A321neo,2026-06-23 18:35:00,2026-06-23 18:49:00,2026-06-23 20:32:00,2026-06-23 20:51:00,14.0,Operated,187,220,0.85,Tuesday,2026-06,18,Peak,1.0,MAA-HYD,Chennai,South,Hyderabad,South,Chennai International,India,Rajiv Gandhi International,India,Airbus A321neo,4,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-008,AI0538,2026-06-23,53,MAA,IXM,ATR72-600,2026-06-23 19:35:00,2026-06-23 19:50:00,2026-06-23 21:54:00,2026-06-23 22:22:00,15.0,Operated,49,72,0.6806,Tuesday,2026-06,19,Peak,1.0,MAA-IXM,Chennai,South,Madurai,South,Chennai International,India,Madurai International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-009,AI0491,2026-06-23,49,DEL,VNS,A321neo,2026-06-23 14:00:00,2026-06-23 14:08:00,2026-06-23 16:14:00,2026-06-23 16:25:00,8.0,Operated,153,220,0.6955,Tuesday,2026-06,14,Off-Peak,1.0,DEL-VNS,Delhi,North,Varanasi,North,Indira Gandhi International,India,Lal Bahadur Shastri International,India,Airbus A321neo,4,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-010,AI0412,2026-06-23,41,COK,TRV,A320neo,2026-06-23 13:25:00,2026-06-23 13:47:00,2026-06-23 16:56:00,2026-06-23 17:25:00,22.0,Operated,119,186,0.6398,Tuesday,2026-06,13,Off-Peak,0.0,COK-TRV,Kochi,South,Thiruvananthapuram,South,Cochin International,India,Trivandrum International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-011,AI0173,2026-06-23,17,BOM,PNQ,A320-200,2026-06-23 23:00:00,2026-06-23 23:12:00,2026-06-24 02:09:00,2026-06-24 02:09:00,12.0,Operated,155,180,0.8611,Tuesday,2026-06,23,Off-Peak,1.0,BOM-PNQ,Mumbai,West,Pune,West,Chhatrapati Shivaji Maharaj International,India,Pune International,India,Airbus A320-200,8,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-012,AI0014,2026-06-23,1,DEL,BOM,B737 MAX 8,2026-06-23 06:05:00,2026-06-23 06:13:00,2026-06-23 08:50:00,2026-06-23 09:01:00,8.0,Operated,134,189,0.709,Tuesday,2026-06,6,Off-Peak,1.0,DEL-BOM,Delhi,North,Mumbai,West,Indira Gandhi International,India,Chhatrapati Shivaji Maharaj International,India,Boeing 737 MAX 8,3,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-013,AI0485,2026-06-23,48,DEL,LKO,A320neo,2026-06-23 07:05:00,2026-06-23 07:20:00,2026-06-23 08:55:00,2026-06-23 09:18:00,15.0,Operated,156,186,0.8387,Tuesday,2026-06,7,Peak,1.0,DEL-LKO,Delhi,North,Lucknow,North,Indira Gandhi International,India,Chaudhary Charan Singh International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-014,AI0206,2026-06-23,20,BLR,MAA,E190-E2,2026-06-23 13:05:00,2026-06-23 13:36:00,2026-06-23 15:58:00,2026-06-23 16:34:00,31.0,Operated,104,114,0.9123,Tuesday,2026-06,13,Off-Peak,0.0,BLR-MAA,Bengaluru,South,Chennai,South,Kempegowda International,India,Chennai International,India,Embraer E190-E2,2,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-015,AI0547,2026-06-23,54,HYD,NAG,A321neo,2026-06-23 07:50:00,2026-06-23 08:28:00,2026-06-23 09:23:00,2026-06-23 10:16:00,38.0,Operated,182,220,0.8273,Tuesday,2026-06,7,Peak,0.0,HYD-NAG,Hyderabad,South,Nagpur,Central,Rajiv Gandhi International,India,Dr. Babasaheb Ambedkar International,India,Airbus A321neo,4,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-016,AI0358,2026-06-23,35,HYD,DEL,E190-E2,2026-06-23 09:10:00,2026-06-23 09:29:00,2026-06-23 12:21:00,2026-06-23 12:34:00,19.0,Operated,94,114,0.8246,Tuesday,2026-06,9,Peak,0.0,HYD-DEL,Hyderabad,South,Delhi,North,Rajiv Gandhi International,India,Indira Gandhi International,India,Embraer E190-E2,2,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-017,AI0121,2026-06-23,12,BOM,MAA,A321neo,2026-06-23 20:55:00,2026-06-23 21:25:00,2026-06-23 23:33:00,2026-06-24 00:03:00,30.0,Operated,182,220,0.8273,Tuesday,2026-06,20,Peak,0.0,BOM-MAA,Mumbai,West,Chennai,South,Chhatrapati Shivaji Maharaj International,India,Chennai International,India,Airbus A321neo,4,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-018,AI0062,2026-06-23,6,DEL,COK,A321neo,2026-06-23 16:05:00,2026-06-23 16:20:00,2026-06-23 17:57:00,2026-06-23 18:11:00,15.0,Operated,193,220,0.8773,Tuesday,2026-06,16,Off-Peak,1.0,DEL-COK,Delhi,North,Kochi,South,Indira Gandhi International,India,Cochin International,India,Airbus A321neo,4,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-019,AI0243,2026-06-23,24,BLR,PNQ,ATR72-600,2026-06-23 23:30:00,2026-06-23 23:58:00,2026-06-24 02:22:00,2026-06-24 03:05:00,28.0,Operated,57,72,0.7917,Tuesday,2026-06,23,Off-Peak,0.0,BLR-PNQ,Bengaluru,South,Pune,West,Kempegowda International,India,Pune International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-020,AI0154,2026-06-23,15,BOM,COK,B737 MAX 8,2026-06-23 12:50:00,2026-06-23 13:31:00,2026-06-23 14:52:00,2026-06-23 15:29:00,41.0,Operated,187,189,0.9894,Tuesday,2026-06,12,Off-Peak,0.0,BOM-COK,Mumbai,West,Kochi,South,Chhatrapati Shivaji Maharaj International,India,Cochin International,India,Boeing 737 MAX 8,3,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-021,AI0095,2026-06-23,9,DEL,AMD,E190-E2,2026-06-23 10:35:00,2026-06-23 10:46:00,2026-06-23 12:03:00,2026-06-23 12:05:00,11.0,Operated,79,114,0.693,Tuesday,2026-06,10,Peak,1.0,DEL-AMD,Delhi,North,Ahmedabad,West,Indira Gandhi International,India,Sardar Vallabhbhai Patel International,India,Embraer E190-E2,2,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-022,AI0266,2026-06-23,26,BLR,DEL,B737-800,2026-06-23 22:55:00,2026-06-23 23:22:00,2026-06-24 00:50:00,2026-06-24 01:07:00,27.0,Operated,154,174,0.8851,Tuesday,2026-06,22,Off-Peak,0.0,BLR-DEL,Bengaluru,South,Delhi,North,Kempegowda International,India,Indira Gandhi International,India,Boeing 737-800,10,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-023,AI0267,2026-06-23,26,BLR,DEL,A320-200,2026-06-23 15:50:00,2026-06-23 16:12:00,2026-06-23 18:16:00,2026-06-23 18:46:00,22.0,Operated,172,180,0.9556,Tuesday,2026-06,15,Off-Peak,0.0,BLR-DEL,Bengaluru,South,Delhi,North,Kempegowda International,India,Indira Gandhi International,India,Airbus A320-200,8,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-024,AI0448,2026-06-23,44,COK,MAA,ATR72-600,2026-06-23 06:50:00,2026-06-23 07:01:00,2026-06-23 09:35:00,2026-06-23 09:48:00,11.0,Operated,63,72,0.875,Tuesday,2026-06,6,Off-Peak,1.0,COK-MAA,Kochi,South,Chennai,South,Cochin International,India,Chennai International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-025,AI0151,2026-06-23,15,BOM,COK,ATR72-600,2026-06-23 16:35:00,2026-06-23 16:48:00,2026-06-23 18:16:00,2026-06-23 18:20:00,13.0,Operated,62,72,0.8611,Tuesday,2026-06,16,Off-Peak,1.0,BOM-COK,Mumbai,West,Kochi,South,Chhatrapati Shivaji Maharaj International,India,Cochin International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-026,AI0052,2026-06-23,5,DEL,CCU,A320-200,2026-06-23 15:50:00,2026-06-23 16:11:00,2026-06-23 18:26:00,2026-06-23 18:32:00,21.0,Operated,178,180,0.9889,Tuesday,2026-06,15,Off-Peak,0.0,DEL-CCU,Delhi,North,Kolkata,East,Indira Gandhi International,India,Netaji Subhas Chandra Bose International,India,Airbus A320-200,8,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-027,AI0513,2026-06-23,51,DEL,PAT,A320neo,2026-06-23 17:50:00,2026-06-23 17:53:00,2026-06-23 20:28:00,2026-06-23 20:28:00,3.0,Operated,119,186,0.6398,Tuesday,2026-06,17,Peak,1.0,DEL-PAT,Delhi,North,Patna,East,Indira Gandhi International,India,Jay Prakash Narayan International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-028,AI0494,2026-06-23,49,DEL,VNS,A320-200,2026-06-23 08:10:00,2026-06-23 08:06:00,2026-06-23 11:36:00,2026-06-23 11:48:00,0.0,Operated,176,180,0.9778,Tuesday,2026-06,8,Peak,1.0,DEL-VNS,Delhi,North,Varanasi,North,Indira Gandhi International,India,Lal Bahadur Shastri International,India,Airbus A320-200,8,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-029,AI0415,2026-06-23,41,COK,TRV,A321neo,2026-06-23 08:30:00,2026-06-23 08:30:00,2026-06-23 11:58:00,2026-06-23 12:08:00,0.0,Operated,163,220,0.7409,Tuesday,2026-06,8,Peak,1.0,COK-TRV,Kochi,South,Thiruvananthapuram,South,Cochin International,India,Trivandrum International,India,Airbus A321neo,4,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-030,AI0136,2026-06-23,13,BOM,HYD,B737-800,2026-06-23 18:30:00,2026-06-23 18:42:00,2026-06-23 20:51:00,2026-06-23 21:08:00,12.0,Operated,148,174,0.8506,Tuesday,2026-06,18,Peak,1.0,BOM-HYD,Mumbai,West,Hyderabad,South,Chhatrapati Shivaji Maharaj International,India,Rajiv Gandhi International,India,Boeing 737-800,10,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-031,AI0047,2026-06-23,4,DEL,HYD,A320neo,2026-06-23 13:20:00,2026-06-23 13:22:00,2026-06-23 16:04:00,2026-06-23 16:13:00,2.0,Operated,119,186,0.6398,Tuesday,2026-06,13,Off-Peak,1.0,DEL-HYD,Delhi,North,Hyderabad,South,Indira Gandhi International,India,Rajiv Gandhi International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-032,AI0228,2026-06-23,22,BLR,COK,ATR72-600,2026-06-23 17:10:00,2026-06-23 17:14:00,2026-06-23 20:26:00,2026-06-23 20:30:00,4.0,Operated,64,72,0.8889,Tuesday,2026-06,17,Peak,1.0,BLR-COK,Bengaluru,South,Kochi,South,Kempegowda International,India,Cochin International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-033,AI0261,2026-06-23,26,BLR,DEL,B737 MAX 8,2026-06-23 06:10:00,2026-06-23 06:28:00,2026-06-23 09:02:00,2026-06-23 09:03:00,18.0,Operated,152,189,0.8042,Tuesday,2026-06,6,Off-Peak,0.0,BLR-DEL,Bengaluru,South,Delhi,North,Kempegowda International,India,Indira Gandhi International,India,Boeing 737 MAX 8,3,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-034,AI0212,2026-06-23,21,BLR,HYD,ATR72-600,2026-06-23 12:25:00,2026-06-23 12:40:00,2026-06-23 15:20:00,2026-06-23 15:26:00,15.0,Operated,69,72,0.9583,Tuesday,2026-06,12,Off-Peak,1.0,BLR-HYD,Bengaluru,South,Hyderabad,South,Kempegowda International,India,Rajiv Gandhi International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-035,AI0453,2026-06-23,45,PNQ,GOI,ATR72-600,2026-06-23 21:15:00,2026-06-23 21:22:00,2026-06-24 00:43:00,2026-06-24 00:53:00,7.0,Operated,50,72,0.6944,Tuesday,2026-06,21,Peak,1.0,PNQ-GOI,Pune,West,Goa,West,Pune International,India,Manohar International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-036,AI0394,2026-06-23,39,CCU,DEL,A320neo,2026-06-23 16:50:00,2026-06-23 16:58:00,2026-06-23 18:32:00,2026-06-23 18:40:00,8.0,Operated,159,186,0.8548,Tuesday,2026-06,16,Off-Peak,1.0,CCU-DEL,Kolkata,East,Delhi,North,Netaji Subhas Chandra Bose International,India,Indira Gandhi International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-037,AI0255,2026-06-23,25,BLR,CCU,A330-300,2026-06-23 15:00:00,2026-06-23 15:00:00,2026-06-23 16:38:00,2026-06-23 16:39:00,0.0,Operated,206,300,0.6867,Tuesday,2026-06,15,Off-Peak,1.0,BLR-CCU,Bengaluru,South,Kolkata,East,Kempegowda International,India,Netaji Subhas Chandra Bose International,India,Airbus A330-300,12,Wide-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-038,AI0066,2026-06-23,6,DEL,COK,A330-300,2026-06-23 23:05:00,2026-06-23 23:29:00,2026-06-24 01:19:00,2026-06-24 01:44:00,24.0,Operated,233,300,0.7767,Tuesday,2026-06,23,Off-Peak,0.0,DEL-COK,Delhi,North,Kochi,South,Indira Gandhi International,India,Cochin International,India,Airbus A330-300,12,Wide-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-039,AI0077,2026-06-23,7,DEL,GOI,E190-E2,2026-06-23 09:25:00,2026-06-23 09:30:00,2026-06-23 12:24:00,2026-06-23 12:32:00,5.0,Operated,84,114,0.7368,Tuesday,2026-06,9,Peak,1.0,DEL-GOI,Delhi,North,Goa,West,Indira Gandhi International,India,Manohar International,India,Embraer E190-E2,2,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-040,AI0428,2026-06-23,42,COK,GOI,A330-300,2026-06-23 14:45:00,2026-06-23 14:49:00,2026-06-23 16:56:00,2026-06-23 16:58:00,4.0,Operated,272,300,0.9067,Tuesday,2026-06,14,Off-Peak,1.0,COK-GOI,Kochi,South,Goa,West,Cochin International,India,Manohar International,India,Airbus A330-300,12,Wide-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-041,AI0331,2026-06-23,33,HYD,COK,ATR72-600,2026-06-23 19:35:00,2026-06-23 19:41:00,2026-06-23 21:27:00,2026-06-23 21:38:00,6.0,Operated,56,72,0.7778,Tuesday,2026-06,19,Peak,1.0,HYD-COK,Hyderabad,South,Kochi,South,Rajiv Gandhi International,India,Cochin International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-042,AI0072,2026-06-23,7,DEL,GOI,A321neo,2026-06-23 14:15:00,2026-06-23 14:26:00,2026-06-23 17:08:00,2026-06-23 17:23:00,11.0,Operated,180,220,0.8182,Tuesday,2026-06,14,Off-Peak,1.0,DEL-GOI,Delhi,North,Goa,West,Indira Gandhi International,India,Manohar International,India,Airbus A321neo,4,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-043,AI0293,2026-06-23,29,MAA,CCU,A320-200,2026-06-23 06:40:00,2026-06-23 06:44:00,2026-06-23 08:27:00,2026-06-23 08:27:00,4.0,Operated,146,180,0.8111,Tuesday,2026-06,6,Off-Peak,1.0,MAA-CCU,Chennai,South,Kolkata,East,Chennai International,India,Netaji Subhas Chandra Bose International,India,Airbus A320-200,8,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-044,AI0324,2026-06-23,32,HYD,CCU,B737 MAX 8,2026-06-23 22:00:00,2026-06-23 22:10:00,2026-06-24 01:17:00,2026-06-24 01:17:00,10.0,Operated,160,189,0.8466,Tuesday,2026-06,22,Off-Peak,1.0,HYD-CCU,Hyderabad,South,Kolkata,East,Rajiv Gandhi International,India,Netaji Subhas Chandra Bose International,India,Boeing 737 MAX 8,3,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-045,AI0505,2026-06-23,50,DEL,IXC,A320neo,2026-06-23 17:10:00,2026-06-23 17:18:00,2026-06-23 20:15:00,2026-06-23 20:32:00,8.0,Operated,158,186,0.8495,Tuesday,2026-06,17,Peak,1.0,DEL-IXC,Delhi,North,Chandigarh,North,Indira Gandhi International,India,Chandigarh International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-046,AI0016,2026-06-23,1,DEL,BOM,A320neo,2026-06-23 15:30:00,2026-06-23 15:30:00,2026-06-23 19:05:00,2026-06-23 19:05:00,0.0,Operated,175,186,0.9409,Tuesday,2026-06,15,Off-Peak,1.0,DEL-BOM,Delhi,North,Mumbai,West,Indira Gandhi International,India,Chhatrapati Shivaji Maharaj International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-047,AI0257,2026-06-23,25,BLR,CCU,A320neo,2026-06-23 18:10:00,2026-06-23 18:21:00,2026-06-23 20:21:00,2026-06-23 20:35:00,11.0,Operated,120,186,0.6452,Tuesday,2026-06,18,Peak,1.0,BLR-CCU,Bengaluru,South,Kolkata,East,Kempegowda International,India,Netaji Subhas Chandra Bose International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-048,AI0218,2026-06-23,21,BLR,HYD,A320-200,2026-06-23 06:25:00,2026-06-23 07:10:00,2026-06-23 09:20:00,2026-06-23 10:24:00,45.0,Operated,158,180,0.8778,Tuesday,2026-06,6,Off-Peak,0.0,BLR-HYD,Bengaluru,South,Hyderabad,South,Kempegowda International,India,Rajiv Gandhi International,India,Airbus A320-200,8,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-049,AI0201,2026-06-23,20,BLR,MAA,B737 MAX 8,2026-06-23 05:40:00,2026-06-23 05:58:00,2026-06-23 09:10:00,2026-06-23 09:36:00,18.0,Operated,153,189,0.8095,Tuesday,2026-06,5,Off-Peak,0.0,BLR-MAA,Bengaluru,South,Chennai,South,Kempegowda International,India,Chennai International,India,Boeing 737 MAX 8,3,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-050,AI0232,2026-06-23,23,BLR,GOI,A320neo,2026-06-23 14:45:00,2026-06-23 15:20:00,2026-06-23 17:16:00,2026-06-23 17:45:00,35.0,Operated,153,186,0.8226,Tuesday,2026-06,14,Off-Peak,0.0,BLR-GOI,Bengaluru,South,Goa,West,Kempegowda International,India,Manohar International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-051,AI0183,2026-06-23,18,BOM,AMD,B737 MAX 8,2026-06-23 06:15:00,2026-06-23 06:35:00,2026-06-23 08:07:00,2026-06-23 08:42:00,20.0,Operated,128,189,0.6772,Tuesday,2026-06,6,Off-Peak,0.0,BOM-AMD,Mumbai,West,Ahmedabad,West,Chhatrapati Shivaji Maharaj International,India,Sardar Vallabhbhai Patel International,India,Boeing 737 MAX 8,3,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-052,AI0424,2026-06-23,42,COK,GOI,A320-200,2026-06-23 09:35:00,2026-06-23 09:41:00,2026-06-23 12:50:00,2026-06-23 13:01:00,6.0,Operated,125,180,0.6944,Tuesday,2026-06,9,Peak,1.0,COK-GOI,Kochi,South,Goa,West,Cochin International,India,Manohar International,India,Airbus A320-200,8,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-053,AI0075,2026-06-23,7,DEL,GOI,B737-800,2026-06-23 22:50:00,2026-06-23 22:59:00,2026-06-24 00:51:00,2026-06-24 01:08:00,9.0,Operated,143,174,0.8218,Tuesday,2026-06,22,Off-Peak,1.0,DEL-GOI,Delhi,North,Goa,West,Indira Gandhi International,India,Manohar International,India,Boeing 737-800,10,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-054,AI0266,2026-06-23,26,BLR,DEL,B737-800,2026-06-23 06:55:00,2026-06-23 07:04:00,2026-06-23 10:11:00,2026-06-23 10:11:00,9.0,Operated,147,174,0.8448,Tuesday,2026-06,6,Off-Peak,1.0,BLR-DEL,Bengaluru,South,Delhi,North,Kempegowda International,India,Indira Gandhi International,India,Boeing 737-800,10,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-055,AI0517,2026-06-23,51,DEL,PAT,ATR72-600,2026-06-23 10:45:00,2026-06-23 10:59:00,2026-06-23 12:49:00,2026-06-23 12:59:00,14.0,Operated,66,72,0.9167,Tuesday,2026-06,10,Peak,1.0,DEL-PAT,Delhi,North,Patna,East,Indira Gandhi International,India,Jay Prakash Narayan International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-056,AI0068,2026-06-23,6,DEL,COK,A330-300,2026-06-23 15:10:00,2026-06-23 15:05:00,2026-06-23 18:01:00,2026-06-23 18:04:00,0.0,Operated,245,300,0.8167,Tuesday,2026-06,15,Off-Peak,1.0,DEL-COK,Delhi,North,Kochi,South,Indira Gandhi International,India,Cochin International,India,Airbus A330-300,12,Wide-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-057,AI0081,2026-06-23,8,DEL,PNQ,A320neo,2026-06-23 07:30:00,2026-06-23 07:41:00,2026-06-23 09:49:00,2026-06-23 10:11:00,11.0,Operated,182,186,0.9785,Tuesday,2026-06,7,Peak,1.0,DEL-PNQ,Delhi,North,Pune,West,Indira Gandhi International,India,Pune International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-058,AI0222,2026-06-23,22,BLR,COK,ATR72-600,2026-06-23 19:35:00,2026-06-23 19:43:00,2026-06-23 21:34:00,2026-06-23 21:48:00,8.0,Operated,50,72,0.6944,Tuesday,2026-06,19,Peak,1.0,BLR-COK,Bengaluru,South,Kochi,South,Kempegowda International,India,Cochin International,India,ATR 72-600,6,Regional,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-059,AI0523,2026-06-23,52,BLR,IXM,A320neo,2026-06-23 14:30:00,2026-06-23 15:13:00,2026-06-23 17:29:00,2026-06-23 18:18:00,43.0,Operated,154,186,0.828,Tuesday,2026-06,14,Off-Peak,0.0,BLR-IXM,Bengaluru,South,Madurai,South,Kempegowda International,India,Madurai International,India,Airbus A320neo,5,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-060,AI0464,2026-06-23,46,PNQ,AMD,A320-200,2026-06-23 11:10:00,,2026-06-23 14:12:00,,,Cancelled,0,180,0.0,Tuesday,2026-06,11,Off-Peak,,PNQ-AMD,Pune,West,Ahmedabad,West,Pune International,India,Sardar Vallabhbhai Patel International,India,Airbus A320-200,8,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,0,1,0
FLT-20260623-061,AI0245,2026-06-23,24,BLR,PNQ,A320-200,2026-06-23 05:35:00,2026-06-23 06:11:00,2026-06-23 07:10:00,2026-06-23 07:48:00,36.0,Operated,157,180,0.8722,Tuesday,2026-06,5,Off-Peak,0.0,BLR-PNQ,Bengaluru,South,Pune,West,Kempegowda International,India,Pune International,India,Airbus A320-200,8,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
FLT-20260623-062,AI0366,2026-06-23,36,HYD,BOM,B737-800,2026-06-23 16:20:00,2026-06-23 16:35:00,2026-06-23 19:46:00,2026-06-23 20:01:00,15.0,Operated,145,174,0.8333,Tuesday,2026-06,16,Off-Peak,1.0,HYD-BOM,Hyderabad,South,Mumbai,West,Rajiv Gandhi International,India,Chhatrapati Shivaji Maharaj International,India,Boeing 737-800,10,Narrow-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,1
FLT-20260623-063,AI0107,2026-06-23,10,DEL,JAI,A330-300,2026-06-23 09:30:00,2026-06-23 09:46:00,2026-06-23 11:59:00,2026-06-23 12:04:00,16.0,Operated,220,300,0.7333,Tuesday,2026-06,9,Peak,0.0,DEL-JAI,Delhi,North,Jaipur,North,Indira Gandhi International,India,Jaipur International,India,Airbus A330-300,12,Wide-body,2026,6,June,2026-06,Q2,23,2,Weekday,1,0,0
